,nome,partido,uf,ano,pla,par,vnp,dp,pp,aup,aNj,pcom,ajcom,aNjcom
808,HUMBERTO REZENDE PEREIRA,PSDB,MS,2019,155,2,306,9,108,3,2,86,3,44
809,HUMBERTO REZENDE PEREIRA,PSDB,MS,2020,18,0,394,8,98,3,1,90,3,51
810,HUMBERTO REZENDE PEREIRA,PSDB,MS,2021,61,2,743,6,16,2,4,89,3,51
811,HUMBERTO REZENDE PEREIRA,PSDB,MS,2022,10,0,340,2,72,2,1,28,3,31
812,LOESTER CARLOS GOMES DE SOUZA,PL,MS,2019,39,9,0,10,86,17,10,159,8,26
813,LOESTER CARLOS GOMES DE SOUZA,PL,MS,2020,20,0,392,2,98,3,1,127,5,0
814,LOESTER CARLOS GOMES DE SOUZA,PL,MS,2021,42,14,741,0,126,5,1,127,5,0
815,LOESTER CARLOS GOMES DE SOUZA,PL,MS,2022,16,0,240,4,53,1,21,6,0,0
816,LUIZ ALBERTO OVANDO,PP,MS,2019,191,5,301,14,104,6,3,208,8,79
817,LUIZ ALBERTO OVANDO,PP,MS,2020,10,0,394,4,100,1,1,227,3,83
818,LUIZ ALBERTO OVANDO,PP,MS,2021,28,2,737,3,128,2,2,227,3,84
819,LUIZ ALBERTO OVANDO,PP,MS,2022,13,2,324,0,69,5,1,60,0,9
820,ROSIANE MODESTO DE OLIVEIRA,UNIAO,MS,2019,212,5,0,14,113,0,0,155,0,6
821,ROSIANE MODESTO DE OLIVEIRA,UNIAO,MS,2020,74,1,394,0,102,0,0,8,0,4
822,ROSIANE MODESTO DE OLIVEIRA,UNIAO,MS,2021,81,1,742,6,128,4,0,5,0,4
823,ROSIANE MODESTO DE OLIVEIRA,UNIAO,MS,2022,8,0,303,0,62,9,4,0,0,4
824,TEREZA CRISTINA CORREA DA COSTA DIAS,PP,MS,2019,5,0,0,0,7,0,0,0,0,0
825,TEREZA CRISTINA CORREA DA COSTA DIAS,PP,MS,2020,0,0,0,0,0,0,0,47,1,6
826,TEREZA CRISTINA CORREA DA COSTA DIAS,PP,MS,2021,0,0,0,0,1,0,0,47,1,6
827,TEREZA CRISTINA CORREA DA COSTA DIAS,PP,MS,2022,9,0,198,1,46,2,4,47,1,6
828,VANDER LUIZ DOS SANTOS LOUBET,PT,MS,2019,209,0,0,1,102,7,4,59,2,37
829,VANDER LUIZ DOS SANTOS LOUBET,PT,MS,2020,201,0,394,0,101,1,0,71,2,33
830,VANDER LUIZ DOS SANTOS LOUBET,PT,MS,2021,191,4,753,0,128,4,0,71,2,34
831,VANDER LUIZ DOS SANTOS LOUBET,PT,MS,2022,47,4,348,0,70,3,2,11,1,9
832,CARLOS GOMES BEZERRA,MDB,MT,2019,64,0,145,6,45,22,2,0,1,12
833,CARLOS GOMES BEZERRA,MDB,MT,2020,20,0,336,1,92,9,1,0,1,12
834,CARLOS GOMES BEZERRA,MDB,MT,2021,244,0,310,0,66,3,1,0,1,12
835,CARLOS GOMES BEZERRA,MDB,MT,2022,3,0,75,0,12,0,0,0,0,0
836,EMANUEL PINHEIRO DA SILVA PRIMO,MDB,MT,2019,318,9,316,25,111,0,2,239,1,60
837,EMANUEL PINHEIRO DA SILVA PRIMO,MDB,MT,2020,41,0,384,8,97,4,1,144,5,15
838,EMANUEL PINHEIRO DA SILVA PRIMO,MDB,MT,2021,85,4,707,11,121,2,9,139,5,13
839,EMANUEL PINHEIRO DA SILVA PRIMO,MDB,MT,2022,18,3,262,5,54,3,18,9,1,6
840,JOSE ANTONIO DOS SANTOS MEDEIROS,PL,MT,2019,501,35,297,93,104,8,1,196,16,111
841,JOSE ANTONIO DOS SANTOS MEDEIROS,PL,MT,2020,40,0,373,22,91,10,1,154,10,63
842,JOSE ANTONIO DOS SANTOS MEDEIROS,PL,MT,2021,76,14,760,11,132,0,0,154,9,63
843,JOSE ANTONIO DOS SANTOS MEDEIROS,PL,MT,2022,30,0,354,19,74,1,0,9,0,9
844,JUAREZ ALVES DA COSTA,MDB,MT,2019,319,4,297,4,102,11,0,215,5,5
845,JUAREZ ALVES DA COSTA,MDB,MT,2020,1,0,376,0,93,9,0,196,16,4
846,JUAREZ ALVES DA COSTA,MDB,MT,2021,38,10,708,0,123,6,3,192,16,4
847,JUAREZ ALVES DA COSTA,MDB,MT,2022,6,2,281,0,59,14,2,21,10,2
848,LEONARDO RIBEIRO ALBUQUERQUE,REPUBLICANOS,MT,2019,442,5,314,13,111,2,0,152,1,6
849,LEONARDO RIBEIRO ALBUQUERQUE,REPUBLICANOS,MT,2020,51,0,393,1,102,0,0,105,87,4
850,LEONARDO RIBEIRO ALBUQUERQUE,REPUBLICANOS,MT,2021,66,4,500,10,90,42,0,105,87,4
851,LEONARDO RIBEIRO ALBUQUERQUE,REPUBLICANOS,MT,2022,48,1,356,0,74,0,1,18,1,2
852,NELSON NED PREVIDENTE,PL,MT,2019,128,2,287,32,104,3,6,126,4,35
853,NELSON NED PREVIDENTE,PL,MT,2020,12,0,394,5,100,2,0,161,0,5
854,NELSON NED PREVIDENTE,PL,MT,2021,70,12,755,2,130,1,1,161,0,5
855,NELSON NED PREVIDENTE,PL,MT,2022,62,13,307,3,62,9,4,14,0,0
856,NERI GELLER,PP,MT,2019,203,3,0,1,104,4,5,143,7,45
857,NERI GELLER,PP,MT,2020,67,0,394,0,100,2,0,95,7,39
858,NERI GELLER,PP,MT,2021,69,3,722,9,119,3,10,95,7,39
859,NERI GELLER,PP,MT,2022,34,0,189,2,43,14,18,18,7,17
860,ROSA NEIDE SANDES DE ALMEIDA,PT,MT,2019,410,2,0,28,104,9,0,216,10,1
861,ROSA NEIDE SANDES DE ALMEIDA,PT,MT,2020,491,0,394,66,98,3,1,315,9,2
862,ROSA NEIDE SANDES DE ALMEIDA,PT,MT,2021,427,21,759,155,130,1,1,311,9,2
863,ROSA NEIDE SANDES DE ALMEIDA,PT,MT,2022,141,6,347,25,71,3,1,36,4,2
864, CASSIO COELHO ANDRADE,PSB,PA,2019,242,3,291,38,105,5,3,135,4,33
865, CASSIO COELHO ANDRADE,PSB,PA,2020,74,0,391,7,100,2,0,88,18,43
866, CASSIO COELHO ANDRADE,PSB,PA,2021,92,1,759,8,131,1,0,88,18,43
867, CASSIO COELHO ANDRADE,PSB,PA,2022,26,2,301,4,57,18,0,34,15,18
868, CRISTIANO DUTRA VALE,PP,PA,2019,209,5,318,1,108,5,0,17,0,0
869, CRISTIANO DUTRA VALE,PP,PA,2020,1,0,393,0,101,1,0,57,5,3
870, CRISTIANO DUTRA VALE,PP,PA,2021,94,6,762,0,132,0,0,57,5,3
871, CRISTIANO DUTRA VALE,PP,PA,2022,45,3,334,0,63,12,0,21,5,3
872, JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PL,PA,2019,107,8,305,78,110,3,0,246,8,12
873, JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PL,PA,2020,50,1,394,76,101,1,0,231,1,21
874, JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PL,PA,2021,78,16,762,37,130,1,1,228,0,21
875, JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PL,PA,2022,24,1,354,13,72,0,3,33,0,12
876,AIRTON LUIZ FALEIRO,PT,PA,2019,422,14,317,106,102,5,6,233,5,116
877,AIRTON LUIZ FALEIRO,PT,PA,2020,248,0,394,30,98,3,1,164,0,121
878,AIRTON LUIZ FALEIRO,PT,PA,2021,272,1,756,63,129,0,3,165,0,124
879,AIRTON LUIZ FALEIRO,PT,PA,2022,95,1,324,31,66,0,9,31,0,32
880,EDER MAURO CARDOSO BARRA,PL,PA,2019,280,2,275,22,103,4,6,156,18,174
881,EDER MAURO CARDOSO BARRA,PL,PA,2020,3,0,383,8,101,0,1,101,1,58
882,EDER MAURO CARDOSO BARRA,PL,PA,2021,52,21,723,7,120,2,10,101,1,53
883,EDER MAURO CARDOSO BARRA,PL,PA,2022,5,0,347,7,66,3,6,4,0,7
884,ELCIONE THEREZINHA ZAHLUTH BARBALHO,MDB,PA,2019,115,4,187,1,72,31,10,70,69,121
885,ELCIONE THEREZINHA ZAHLUTH BARBALHO,MDB,PA,2020,33,1,353,4,82,17,3,84,20,39
886,ELCIONE THEREZINHA ZAHLUTH BARBALHO,MDB,PA,2021,55,7,545,2,97,19,16,85,20,39
887,ELCIONE THEREZINHA ZAHLUTH BARBALHO,MDB,PA,2022,25,4,263,1,57,5,13,4,2,15
888,HELIO LEITE DA SILVA,UNIAO,PA,2019,159,3,276,18,101,10,2,82,10,85
889,HELIO LEITE DA SILVA,UNIAO,PA,2020,18,0,393,2,99,2,1,84,0,132
890,HELIO LEITE DA SILVA,UNIAO,PA,2021,31,15,759,0,130,0,2,84,0,132
891,HELIO LEITE DA SILVA,UNIAO,PA,2022,9,2,341,1,70,3,2,20,0,34
892,JOÃO FERRARI JÚNIOR,PSD,PA,2019,71,0,309,15,100,13,0,68,10,0
893,JOÃO FERRARI JÚNIOR,PSD,PA,2020,16,0,391,1,100,2,0,24,0,0
894,JOÃO FERRARI JÚNIOR,PSD,PA,2021,11,0,762,0,132,0,0,21,0,0
895,JOÃO FERRARI JÚNIOR,PSD,PA,2022,8,0,348,5,73,0,2,9,0,0
896,JOSÉ BENITO PRIANTE JÚNIOR,MDB,PA,2019,125,0,216,1,71,11,31,23,2,2
897,JOSÉ BENITO PRIANTE JÚNIOR,MDB,PA,2020,0,0,369,0,91,4,7,29,0,3
898,JOSÉ BENITO PRIANTE JÚNIOR,MDB,PA,2021,25,0,618,0,93,0,39,29,0,3
899,JOSÉ BENITO PRIANTE JÚNIOR,MDB,PA,2022,3,0,322,1,60,3,12,2,0,0
900,JOSE EDUARDO PEREIRA DA COSTA,PSD,PA,2019,441,9,283,18,100,12,1,264,26,13
901,JOSE EDUARDO PEREIRA DA COSTA,PSD,PA,2020,129,0,391,18,98,4,0,226,10,17
902,JOSE EDUARDO PEREIRA DA COSTA,PSD,PA,2021,106,10,749,2,129,1,2,220,6,19
903,JOSE EDUARDO PEREIRA DA COSTA,PSD,PA,2022,17,2,315,1,67,8,0,9,6,4
904,JOSÉ ROBERTO OLIVEIRA FARO,PT,PA,2019,193,2,316,55,105,3,5,13,1,71
905,JOSÉ ROBERTO OLIVEIRA FARO,PT,PA,2020,192,0,394,4,97,4,1,37,1,68
906,JOSÉ ROBERTO OLIVEIRA FARO,PT,PA,2021,201,0,759,6,130,0,2,37,1,68
907,JOSÉ ROBERTO OLIVEIRA FARO,PT,PA,2022,50,0,343,4,66,0,9,5,0,15
908,NILSON PINTO DE OLIVEIRA,PSDB,PA,2019,155,0,281,0,97,4,12,111,2,98
909,NILSON PINTO DE OLIVEIRA,PSDB,PA,2020,0,0,345,0,85,15,2,128,0,120
910,NILSON PINTO DE OLIVEIRA,PSDB,PA,2021,45,3,742,0,129,0,3,129,0,120
911,NILSON PINTO DE OLIVEIRA,PSDB,PA,2022,8,2,282,0,60,0,15,22,0,30
912,OLIVAL HENRIQUE MARQUES DE SOUZA,MDB,PA,2019,165,2,292,3,101,10,2,111,7,74
913,OLIVAL HENRIQUE MARQUES DE SOUZA,MDB,PA,2020,2,0,390,0,93,4,5,72,4,43
914,OLIVAL HENRIQUE MARQUES DE SOUZA,MDB,PA,2021,5,0,736,1,124,8,0,74,4,43
915,OLIVAL HENRIQUE MARQUES DE SOUZA,MDB,PA,2022,3,0,308,0,64,6,5,11,1,16
916,PAULO EDUARDO MAESTRI BENGTSON,PTB,PA,2019,114,3,226,3,90,23,0,104,36,41
917,PAULO EDUARDO MAESTRI BENGTSON,PTB,PA,2020,288,0,348,0,91,11,0,142,12,88
918,PAULO EDUARDO MAESTRI BENGTSON,PTB,PA,2021,188,16,757,3,126,6,0,141,12,88
919,PAULO EDUARDO MAESTRI BENGTSON,PTB,PA,2022,202,8,312,2,59,16,0,28,8,34
920,VIVIANE DA COSTA REIS,PSOL,PA,2019,0,0,0,0,0,0,0,89,0,16
921,VIVIANE DA COSTA REIS,PSOL,PA,2020,0,0,0,0,0,0,0,292,26,50
922,VIVIANE DA COSTA REIS,PSOL,PA,2021,305,8,753,108,126,5,1,294,26,51
923,VIVIANE DA COSTA REIS,PSOL,PA,2022,169,7,341,63,65,10,0,67,18,14
924,WAGNER BACH MARTINS,REPUBLICANOS,PA,2019,284,12,288,7,97,13,3,114,13,60
925,WAGNER BACH MARTINS,REPUBLICANOS,PA,2020,3,0,391,0,99,1,2,47,8,28
926,WAGNER BACH MARTINS,REPUBLICANOS,PA,2021,14,0,737,0,119,2,11,47,8,28
927,WAGNER BACH MARTINS,REPUBLICANOS,PA,2022,12,3,332,0,69,2,4,16,6,7
928,ANTONIO RIBEIRO,PT,PB,2019,301,7,309,189,104,6,3,186,3,13
929,ANTONIO RIBEIRO,PT,PB,2020,500,0,394,27,95,6,1,124,4,29
930,ANTONIO RIBEIRO,PT,PB,2021,293,1,757,95,129,1,2,124,4,30
931,ANTONIO RIBEIRO,PT,PB,2022,105,6,334,45,69,6,0,23,4,11
932,DAMIÃO FELICIANO DA SILVA,UNIAO,PB,2019,349,1,301,11,107,3,3,19,5,32
933,DAMIÃO FELICIANO DA SILVA,UNIAO,PB,2020,22,1,394,9,98,4,0,25,9,33
934,DAMIÃO FELICIANO DA SILVA,UNIAO,PB,2021,37,0,577,1,87,42,3,26,9,34
935,DAMIÃO FELICIANO DA SILVA,UNIAO,PB,2022,7,0,340,2,64,10,1,26,7,22
936,EDNACE ALVES SILVESTRE HENRIQUE,REPUBLICANOS,PB,2019,318,2,235,5,83,29,1,183,25,8
937,EDNACE ALVES SILVESTRE HENRIQUE,REPUBLICANOS,PB,2020,69,0,264,0,64,37,1,180,28,16
938,EDNACE ALVES SILVESTRE HENRIQUE,REPUBLICANOS,PB,2021,94,2,600,2,103,25,0,178,27,15
939,EDNACE ALVES SILVESTRE HENRIQUE,REPUBLICANOS,PB,2022,13,0,150,1,36,9,0,9,7,6
940,EFRAIM DE ARAÚJO MORAIS FILHO,UNIÃO,PB,2019,175,12,284,15,102,10,1,36,20,81
941,EFRAIM DE ARAÚJO MORAIS FILHO,UNIÃO,PB,2020,141,1,391,45,95,7,0,18,25,42
942,EFRAIM DE ARAÚJO MORAIS FILHO,UNIÃO,PB,2021,241,1,704,37,113,19,0,17,25,42
943,EFRAIM DE ARAÚJO MORAIS FILHO,UNIÃO,PB,2022,19,0,320,2,58,9,8,6,5,8
944,ELIZA VIRGINIA DE SOUZA FERNANDES,PP,PB,2019,0,0,0,0,0,0,0,0,0,0
945,ELIZA VIRGINIA DE SOUZA FERNANDES,PP,PB,2020,0,0,0,0,0,0,0,0,0,0
946,ELIZA VIRGINIA DE SOUZA FERNANDES,PP,PB,2021,0,0,0,0,0,0,0,0,0,0
947,ELIZA VIRGINIA DE SOUZA FERNANDES,PP,PB,2022,0,0,0,0,0,0,0,0,0,0
948,GERVÁSIO AGRIPINO MAIA,PSB ,PB,2019,198,6,307,66,107,3,3,201,1,19
949,GERVÁSIO AGRIPINO MAIA,PSB ,PB,2020,85,0,392,24,100,1,1,218,5,37
950,GERVÁSIO AGRIPINO MAIA,PSB ,PB,2021,94,2,762,37,132,0,0,215,5,36
951,GERVÁSIO AGRIPINO MAIA,PSB ,PB,2022,34,22,329,5,68,5,2,29,5,10
952,GULLIEM CHARLES BEZERRA LEMOS,UNIÃO ,PB,2019,144,1,301,27,104,5,4,94,6,43
953,GULLIEM CHARLES BEZERRA LEMOS,UNIÃO ,PB,2020,20,1,386,6,98,2,2,39,2,40
954,GULLIEM CHARLES BEZERRA LEMOS,UNIÃO ,PB,2021,24,2,757,3,129,0,3,39,2,42
955,GULLIEM CHARLES BEZERRA LEMOS,UNIÃO ,PB,2022,3,0,335,3,67,3,5,9,2,7
956,HUGO MOTTA WANDERLEY DA NÓBREGA,REPUBLICANOS,PB,2019,125,12,280,10,107,3,3,65,10,76
957,HUGO MOTTA WANDERLEY DA NÓBREGA,REPUBLICANOS,PB,2020,20,3,387,21,99,0,3,12,14,70
958,HUGO MOTTA WANDERLEY DA NÓBREGA,REPUBLICANOS,PB,2021,505,4,726,70,121,11,0,12,14,66
959,HUGO MOTTA WANDERLEY DA NÓBREGA,REPUBLICANOS,PB,2022,20,5,334,8,65,8,2,0,6,12
960,JOSÉ WELLINGTON ROBERTO,PL,PB,2019,337,2,237,5,86,26,1,11,25,40
961,JOSÉ WELLINGTON ROBERTO,PL,PB,2020,94,0,289,11,70,32,0,2,12,18
962,JOSÉ WELLINGTON ROBERTO,PL,PB,2021,209,1,648,9,108,24,0,2,12,18
963,JOSÉ WELLINGTON ROBERTO,PL,PB,2022,26,1,249,0,48,27,0,0,10,13
964,JOSÉ WILSON SANTIAGO,REPUBLICANOS,PB,2019,298,2,321,36,112,1,0,100,5,78
965,JOSÉ WILSON SANTIAGO,REPUBLICANOS,PB,2020,21,0,379,0,96,4,0,73,4,80
966,JOSÉ WILSON SANTIAGO,REPUBLICANOS,PB,2021,99,0,751,3,129,1,2,73,2,77
967,JOSÉ WILSON SANTIAGO,REPUBLICANOS,PB,2022,12,0,342,0,66,4,5,4,1,28
968,PEDRO OLIVEIRA CUNHA LIMA,PSDB,PB,2019,143,2,300,15,108,4,1,101,3,55
969,PEDRO OLIVEIRA CUNHA LIMA,PSDB,PB,2020,67,1,394,13,101,0,1,64,0,62
970,PEDRO OLIVEIRA CUNHA LIMA,PSDB,PB,2021,24,0,468,4,85,0,3,60,0,58
971,PEDRO OLIVEIRA CUNHA LIMA,PSDB,PB,2022,2,0,85,0,26,0,0,0,0,1
972,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,PSC,PB,2019,284,1,316,16,105,6,2,39,2,32
973,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,PSC,PB,2020,13,0,375,0,98,4,0,20,6,12
974,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,PSC,PB,2021,20,0,457,1,79,7,1,21,6,9
975,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,PSC,PB,2022,10,0,329,7,66,7,2,16,6,6
976,ANDRÉ CARLOS ALVES DE PAULA FILHO,PSD,PE,2019,236,5,320,15,109,4,0,21,3,62
977,ANDRÉ CARLOS ALVES DE PAULA FILHO,PSD,PE,2020,30,1,392,5,98,3,1,6,2,1
978,ANDRÉ CARLOS ALVES DE PAULA FILHO,PSD,PE,2021,106,3,721,3,126,6,0,0,0,0
979,ANDRÉ CARLOS ALVES DE PAULA FILHO,PSD,PE,2022,30,0,316,2,59,16,0,0,0,0
980,ANDRÉ FERREIRA RODRIGUES,PL,PE,2019,131,1,260,12,80,33,0,53,14,38
981,ANDRÉ FERREIRA RODRIGUES,PL,PE,2020,32,0,391,19,90,12,0,44,1,50
982,ANDRÉ FERREIRA RODRIGUES,PL,PE,2021,43,0,707,2,118,6,8,44,1,49
983,ANDRÉ FERREIRA RODRIGUES,PL,PE,2022,5,0,285,0,55,14,6,2,0,0
984,AUGUSTO RODRIGUES COUTINHO DE MELO,REPUBLICANOS,PE,2019,177,10,261,71,95,18,0,124,24,97
985,AUGUSTO RODRIGUES COUTINHO DE MELO,REPUBLICANOS,PE,2020,9,0,392,32,100,2,0,126,4,72
986,AUGUSTO RODRIGUES COUTINHO DE MELO,REPUBLICANOS,PE,2021,106,23,756,11,129,0,3,123,2,69
987,AUGUSTO RODRIGUES COUTINHO DE MELO,REPUBLICANOS,PE,2022,50,13,141,7,71,2,2,32,2,13
988,DANIEL PIRES COELHO,CIDADANIA,PE,2019,195,5,316,137,107,6,0,89,5,64
989,DANIEL PIRES COELHO,CIDADANIA,PE,2020,32,0,394,18,96,2,4,67,2,23
990,DANIEL PIRES COELHO,CIDADANIA,PE,2021,48,7,762,28,127,1,4,66,2,23
991,DANIEL PIRES COELHO,CIDADANIA,PE,2022,41,3,354,14,75,0,0,5,0,0
992,DANILO JORGE DE BARROS CABRAL,PSB,PE,2019,236,5,243,12,95,14,4,137,37,133
993,DANILO JORGE DE BARROS CABRAL,PSB,PE,2020,261,0,391,5,98,3,1,98,15,97
994,DANILO JORGE DE BARROS CABRAL,PSB,PE,2021,1188,4,758,198,129,3,0,97,15,95
995,DANILO JORGE DE BARROS CABRAL,PSB,PE,2022,26,1,330,3,67,3,5,8,6,16
996,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PP,PE,2019,207,0,263,0,99,4,10,29,8,154
997,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PP,PE,2020,71,0,384,2,96,4,2,19,12,126
998,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PP,PE,2021,127,6,706,5,117,10,5,19,12,125
999,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PP,PE,2022,44,0,341,6,67,2,6,1,1,30
1000,FELIPE AUGUSTO LYRA CARRERAS,PSB,PE,2019,282,7,279,18,90,7,16,186,2,94
1001,FELIPE AUGUSTO LYRA CARRERAS,PSB,PE,2020,112,1,394,38,101,0,1,227,14,75
1002,FELIPE AUGUSTO LYRA CARRERAS,PSB,PE,2021,201,11,728,46,125,6,1,227,14,76
1003,FELIPE AUGUSTO LYRA CARRERAS,PSB,PE,2022,68,5,310,26,62,3,10,60,1,29
1004,FERNANDO BEZERRA DE SOUZA COELHO FILHO,UNIÃO,PE,2019,105,0,295,1,99,6,8,46,5,87
1005,FERNANDO BEZERRA DE SOUZA COELHO FILHO,UNIÃO,PE,2020,2,0,391,0,100,1,1,32,4,90
1006,FERNANDO BEZERRA DE SOUZA COELHO FILHO,UNIÃO,PE,2021,5,0,757,0,129,0,3,32,4,86
1007,FERNANDO BEZERRA DE SOUZA COELHO FILHO,UNIÃO,PE,2022,0,0,342,0,68,5,2,5,4,35
1008,FERNANDO MONTEIRO DE ALBUQUERQUE,PP,PE,2019,170,9,308,6,100,8,5,161,9,51
1009,FERNANDO MONTEIRO DE ALBUQUERQUE,PP,PE,2020,14,1,381,4,95,5,2,111,4,19
1010,FERNANDO MONTEIRO DE ALBUQUERQUE,PP,PE,2021,64,2,760,0,131,0,1,111,4,19
1011,FERNANDO MONTEIRO DE ALBUQUERQUE,PP,PE,2022,7,1,335,1,70,5,0,17,4,2
1012,FERNANDO RODOLFO TENORIO DE VASCONCELOS,PL,PE,2019,327,10,0,14,102,11,0,158,17,61
1013,FERNANDO RODOLFO TENORIO DE VASCONCELOS,PL,PE,2020,43,0,392,13,97,5,0,80,5,82
1014,FERNANDO RODOLFO TENORIO DE VASCONCELOS,PL,PE,2021,62,8,747,22,126,6,0,79,5,79
1015,FERNANDO RODOLFO TENORIO DE VASCONCELOS,PL,PE,2022,13,0,329,8,66,4,5,15,3,34
1016,FRANCISCO TADEU BARBOSA DE ALENCAR,PSB,PE,2019,274,6,0,119,96,17,0,163,24,83
1017,FRANCISCO TADEU BARBOSA DE ALENCAR,PSB,PE,2020,81,0,376,25,96,4,2,169,15,65
1018,FRANCISCO TADEU BARBOSA DE ALENCAR,PSB,PE,2021,146,24,749,84,130,0,2,168,15,67
1019,FRANCISCO TADEU BARBOSA DE ALENCAR,PSB,PE,2022,28,2,327,11,65,9,1,36,15,29
1020,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,PSB,PE,2019,341,18,0,30,106,5,2,205,6,27
1021,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,PSB,PE,2020,197,0,380,12,101,1,0,5,0,1
1022,JOSÉ CARLOS VERAS DOS SANTOS,PT,PE,2019,341,6,300,50,109,3,1,242,10,38
1023,JOSÉ CARLOS VERAS DOS SANTOS,PT,PE,2020,377,0,392,51,99,3,0,223,16,39
1024,JOSÉ CARLOS VERAS DOS SANTOS,PT,PE,2021,440,0,761,36,130,2,0,221,15,39
1025,JOSÉ CARLOS VERAS DOS SANTOS,PT,PE,2022,117,1,340,16,72,3,0,35,8,23
1026,LUCIANO CALDAS BIVAR,UNIÃO,PE,2019,26,1,0,0,71,42,0,0,0,0
1027,LUCIANO CALDAS BIVAR,UNIÃO,PE,2020,4,1,354,0,89,13,0,0,0,0
1028,LUCIANO CALDAS BIVAR,UNIÃO,PE,2021,13,0,501,0,86,41,5,0,0,0
1029,LUCIANO CALDAS BIVAR,UNIÃO,PE,2022,4,0,219,0,42,33,0,0,0,0
1030,LUIZ GONZAGA PATRIOTA,PSB,PE,2019,425,0,0,83,94,17,2,99,15,66
1031,LUIZ GONZAGA PATRIOTA,PSB,PE,2020,38,0,394,11,98,3,1,53,7,59
1032,LUIZ GONZAGA PATRIOTA,PSB,PE,2021,92,1,719,14,124,0,8,53,7,60
1033,LUIZ GONZAGA PATRIOTA,PSB,PE,2022,25,5,341,25,63,5,7,24,7,15
1034,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,SOLIDARIEDADE,PE,2019,203,4,0,24,86,24,3,55,23,55
1035,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,SOLIDARIEDADE,PE,2020,215,0,286,3,95,4,3,1,5,5
1036,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,SOLIDARIEDADE,PE,2021,268,4,758,17,131,1,0,1,5,5
1037,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,SOLIDARIEDADE,PE,2022,47,1,226,2,47,21,7,1,5,5
1038,MILTON COELHO DA SILVA NETO,PSB,PE,2019,0,0,0,0,0,0,0,25,14,21
1039,MILTON COELHO DA SILVA NETO,PSB,PE,2020,0,0,0,0,0,0,0,120,18,45
1040,MILTON COELHO DA SILVA NETO,PSB,PE,2021,85,20,609,3,112,16,4,120,18,46
1041,MILTON COELHO DA SILVA NETO,PSB,PE,2022,27,5,314,0,57,6,12,13,3,8
1042,OSSESIO JOSE DA SILVA,REPUBLICANOS,PE,2019,242,3,0,1,106,7,0,153,14,89
1043,OSSESIO JOSE DA SILVA,REPUBLICANOS,PE,2020,22,0,394,1,100,2,0,217,3,66
1044,OSSESIO JOSE DA SILVA,REPUBLICANOS,PE,2021,68,6,762,4,131,0,1,215,3,67
1045,OSSESIO JOSE DA SILVA,REPUBLICANOS,PE,2022,34,5,354,2,75,0,0,34,0,14
1046,RAUL JEAN LOUIS HENRY JÚNIOR,MDB,PE,2019,218,0,0,5,104,9,0,114,7,62
1047,RAUL JEAN LOUIS HENRY JÚNIOR,MDB,PE,2020,42,0,394,4,102,0,0,111,10,91
1048,RAUL JEAN LOUIS HENRY JÚNIOR,MDB,PE,2021,25,2,747,1,127,4,1,108,10,1
1049,RAUL JEAN LOUIS HENRY JÚNIOR,MDB,PE,2022,10,0,341,3,69,6,0,34,6,13
1050,RENILDO VASCONCELOS CALHEIROS,PCdoB,PE,2019,311,10,0,38,108,0,5,91,0,21
1051,RENILDO VASCONCELOS CALHEIROS,PCdoB,PE,2020,103,0,389,39,100,2,0,32,5,98
1052,RENILDO VASCONCELOS CALHEIROS,PCdoB,PE,2021,410,3,758,323,130,2,0,30,5,98
1053,RENILDO VASCONCELOS CALHEIROS,PCdoB,PE,2022,236,0,325,82,64,11,0,5,5,39
1054,RICARDO TEOBALDO CAVALCANTI,PODE,PE,2019,291,1,0,1,106,3,4,49,1,54
1055,RICARDO TEOBALDO CAVALCANTI,PODE,PE,2020,3,0,384,0,94,8,0,6,5,43
1056,RICARDO TEOBALDO CAVALCANTI,PODE,PE,2021,5,0,723,0,120,2,10,6,5,44
1057,RICARDO TEOBALDO CAVALCANTI,PODE,PE,2022,5,0,296,0,55,8,12,6,4,10
1058,SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,AVANTE,PE,2019,125,1,0,0,72,18,23,14,11,70
1059,SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,AVANTE,PE,2020,3,0,312,0,85,9,8,23,16,53
